t,x(t) cubeL,F(t) cubeL,x(t) cubeR,v(t) cubeR,F(t) cubeR,L(y-axis) yellowL,w(t) cubeL,v(t) cubeL
11.48007,-22.23083,-10,13.86079,6.310562,10,11.1201,-0.9854434,-2.581598
11.50007,-22.28232,-10,13.987,6.310562,10,11.13671,-0.9869115,-2.580575
11.52007,-22.33379,-10,14.11321,6.310562,10,11.15467,-0.9885034,-2.579129
11.54007,-22.38523,-10,14.23942,6.310562,10,11.17286,-0.9901167,-2.577344
11.56007,-22.43663,-10,14.36564,6.310562,10,11.19118,-0.9917395,-2.575158
11.58008,-22.48799,-10,14.49185,6.310562,10,11.20972,-0.9933809,-2.572565
11.60008,-22.5393,-10,14.61806,6.310562,10,11.25186,-0.9971233,-2.570026
11.62008,-22.59053,-10,14.74427,6.310562,10,11.21834,-0.9941577,-2.565284
11.64008,-22.6417,-10,14.87048,6.310562,10,11.28437,-1.000008,-2.562689
11.66008,-22.69278,-10,14.99669,6.310562,10,11.25479,-0.9973845,-2.557306
11.68008,-22.74378,-10,15.1229,6.310562,10,11.32062,-1.003214,-2.553772
11.70008,-22.79468,-10,15.24911,6.310562,10,11.29072,-1.000564,-2.547512
11.72008,-22.84547,-10,15.37533,6.310562,10,11.33168,-1.004183,-2.542704
11.74008,-22.89616,-10,15.50154,6.310562,10,11.35416,-1.006167,-2.536893
11.76008,-22.94672,-10,15.62775,6.310562,10,11.3713,-1.007686,-2.530463
11.78008,-22.99716,-10,15.75396,6.310562,10,11.38927,-1.009279,-2.523688
11.80008,-23.04746,-10,15.88017,6.310562,10,11.43145,-1.013027,-2.516916
11.82008,-23.0976,-10,16.00638,6.310562,10,11.39761,-1.010033,-2.508157
11.84008,-23.1476,-10,16.13259,6.310562,10,11.4399,-1.01377,-2.501004
11.86008,-23.19743,-10,16.2588,6.310562,10,11.46297,-1.015804,-2.492671
11.88008,-23.2471,-10,16.38502,6.310562,10,11.48046,-1.017352,-2.483696
11.90008,-23.29658,-10,16.51123,6.310562,10,11.49717,-1.018833,-2.474359
11.92008,-23.34587,-10,16.63744,6.310562,10,11.51526,-1.020436,-2.464669
11.94008,-23.39497,-10,16.76365,6.310562,10,11.53427,-1.02212,-2.454585
11.96008,-23.44386,-10,16.88986,6.310562,10,11.55214,-1.023703,-2.444101
11.98008,-23.49255,-10,17.01607,6.310562,10,11.59428,-1.027445,-2.433499
12.00008,-23.54099,-10,17.14228,6.310562,10,11.56029,-1.024439,-2.421065
12.02009,-23.58922,-10,17.26849,6.310562,10,11.60195,-1.028119,-2.410172
12.04009,-23.63723,-10,17.3947,6.310562,10,11.64908,-1.032295,-2.398336
12.06009,-23.68496,-10,17.52092,6.310562,10,11.61456,-1.02924,-2.38456
12.08009,-23.73245,-10,17.64713,6.310562,10,11.65531,-1.032842,-2.372363
12.10009,-23.77968,-10,17.77334,6.310562,10,11.67839,-1.034879,-2.358988
12.12009,-23.82664,-10,17.89955,6.310562,10,11.69578,-1.036417,-2.345013
12.14009,-23.87332,-10,18.02576,6.310562,10,11.71359,-1.037996,-2.330725
12.16009,-23.91971,-10,18.15197,6.310562,10,11.73151,-1.039585,-2.31612
12.18009,-23.96581,-10,18.27818,6.310562,10,11.74926,-1.041157,-2.301178
12.20009,-24.0116,-10,18.40439,6.310562,10,11.76749,-1.042772,-2.285829
12.22009,-24.05709,-10,18.53061,6.310562,10,11.78513,-1.044333,-2.27009
12.24009,-24.10226,-10,18.65682,6.310562,10,11.80359,-1.045967,-2.253926
12.26009,-24.1471,-10,18.78303,6.310562,10,11.82164,-1.047564,-2.237357
12.28009,-24.19161,-10,18.90924,6.310562,10,11.84011,-1.049201,-2.220434
12.30009,-24.23578,-10,19.03545,6.310562,10,11.85767,-1.050755,-2.203179
12.32009,-24.2796,-10,19.16166,6.310562,10,11.8755,-1.052335,-2.185569
12.34009,-24.32307,-10,19.28787,6.310562,10,11.89391,-1.053964,-2.167568
12.36009,-24.36618,-10,19.41408,6.310562,10,11.912,-1.055566,-2.149195
12.38009,-24.40892,-10,19.54029,6.310562,10,11.95373,-1.059272,-2.130616
12.40009,-24.45127,-10,19.66651,6.310562,10,11.94406,-1.05843,-2.111031
12.42009,-24.49325,-10,19.79272,6.310562,10,11.95803,-1.059673,-2.09198
12.44009,-24.53483,-10,19.91893,6.310562,10,11.95298,-1.059214,-2.072481
12.4601,-24.57605,-10,20.04514,6.310562,10,12.02192,-1.06531,-2.053098
12.4801,-24.61683,-10,20.17135,6.310562,10,12.01583,-1.064777,-2.031828
12.5001,-24.65721,-10,20.29756,6.310562,10,12.02816,-1.065877,-2.011116
12.5201,-24.69717,-10,20.42377,6.310562,10,12.04625,-1.067481,-1.990385
12.5401,-24.73672,-10,20.54998,6.310562,10,12.06424,-1.069073,-1.969267
12.5601,-24.77584,-10,20.6762,6.310562,10,12.05721,-1.068438,-1.947781
12.5801,-24.81454,-10,20.80241,6.310562,10,12.10209,-1.072395,-1.926336
12.6001,-24.8528,-10,20.92862,6.310562,10,12.12381,-1.074312,-1.903805
12.6201,-24.89061,-10,21.05483,6.310562,10,12.14025,-1.075769,-1.881083
12.6401,-24.92797,-10,21.18104,6.310562,10,12.18157,-1.079444,-1.858293
12.6601,-24.96486,-10,21.30725,6.310562,10,12.17285,-1.07869,-1.835149
12.6801,-25.0013,-10,21.43346,6.310562,10,12.16216,-1.077737,-1.812707
12.7001,-25.0373,-10,21.55967,6.310562,10,12.20888,-1.081856,-1.790092
12.7201,-25.07284,-10,21.68588,6.310562,10,12.23081,-1.083787,-1.766169
12.7401,-25.10789,-10,21.8121,6.310562,10,12.24679,-1.085201,-1.741949
12.7601,-25.14246,-10,21.93831,6.310562,10,12.26422,-1.086748,-1.717822
12.7801,-25.17655,-10,22.06452,6.310562,10,12.2825,-1.08837,-1.693673
12.8001,-25.21016,-10,22.19073,6.310562,10,12.30023,-1.089941,-1.66944
12.8201,-25.24328,-10,22.31694,6.310562,10,12.31861,-1.091567,-1.644988
12.8401,-25.27592,-10,22.44315,6.310562,10,12.33648,-1.093149,-1.620351
12.8601,-25.30806,-10,22.56936,6.310562,10,12.35433,-1.094729,-1.595523
12.88011,-25.3397,-10,22.69557,6.310562,10,12.37209,-1.096301,-1.57052
12.90011,-25.37085,-10,22.82178,6.310562,10,12.39002,-1.097888,-1.545422
12.92011,-25.40149,-10,22.948,6.310562,10,12.40776,-1.099459,-1.520185
12.94011,-25.43163,-10,23.07421,6.310562,10,12.42566,-1.101043,-1.494893
12.96011,-25.46127,-10,23.20042,6.310562,10,12.46775,-1.104781,-1.469225
12.98011,-25.49038,-10,23.32663,6.310562,10,12.45783,-1.103919,-1.443608
13.00011,-25.51899,-10,23.45284,6.310562,10,12.47176,-1.105158,-1.418564
13.02011,-25.54711,-10,23.57905,6.310562,10,12.46571,-1.104609,-1.393635
13.04011,-25.57473,-10,23.70526,6.310562,10,12.51099,-1.108598,-1.36808
13.06011,-25.60182,-10,23.83147,6.310562,10,12.53274,-1.110515,-1.341752
13.08011,-25.62839,-10,23.95769,6.310562,10,12.54856,-1.111918,-1.315586
13.10011,-25.65445,-10,24.0839,6.310562,10,12.56601,-1.113467,-1.289738
13.12011,-25.67999,-10,24.21011,6.310562,10,12.58422,-1.115081,-1.264055
13.14011,-25.70503,-10,24.33632,6.310562,10,12.60192,-1.116649,-1.238379
13.16011,-25.72955,-10,24.46253,6.310562,10,12.62,-1.118249,-1.212701
13.18011,-25.75356,-10,24.58874,6.310562,10,12.638,-1.119843,-1.18705
13.20011,-25.77705,-10,24.71495,6.310562,10,12.65569,-1.121409,-1.1614
13.22011,-25.80004,-10,24.84116,6.310562,10,12.67303,-1.122943,-1.135873
13.24011,-25.82252,-10,24.96737,6.310562,10,12.691,-1.124533,-1.110356
13.26011,-25.84449,-10,25.09359,6.310562,10,12.70908,-1.126134,-1.084934
13.28011,-25.86596,-10,25.2198,6.310562,10,12.72653,-1.12768,-1.05966
13.30011,-25.88692,-10,25.34601,6.310562,10,12.74474,-1.129292,-1.034485
13.32012,-25.90738,-10,25.47222,6.310562,10,12.78618,-1.132973,-1.009013
13.34012,-25.92734,-10,25.59843,6.310562,10,12.7525,-1.129994,-0.9848151
13.36012,-25.94681,-10,25.72464,6.310562,10,12.81733,-1.135737,-0.9598907
13.38012,-25.9658,-10,25.85085,6.310562,10,12.78846,-1.133175,-0.9358996
13.40012,-25.9843,-10,25.97706,6.310562,10,12.82903,-1.136756,-0.9115039
13.42012,-26.00231,-10,26.10328,6.310562,10,12.87436,-1.140774,-0.8865402
13.44012,-26.01982,-10,26.22949,6.310562,10,12.86406,-1.139878,-0.8626339
13.46012,-26.03688,-10,26.3557,6.310562,10,12.853,-1.138896,-0.8398412
13.48012,-26.05347,-10,26.48191,6.310562,10,12.92299,-1.145089,-0.8158755
13.50012,-26.06959,-10,26.60812,6.310562,10,12.91749,-1.144607,-0.7926232
13.52012,-26.08525,-10,26.73433,6.310562,10,12.90568,-1.143555,-0.7703611
13.54012,-26.10047,-10,26.86054,6.310562,10,12.95062,-1.147519,-0.7474715
13.56012,-26.11523,-10,26.98675,6.310562,10,12.97257,-1.149454,-0.724659
13.58012,-26.12955,-10,27.11296,6.310562,10,12.98853,-1.150868,-0.7023296
13.60012,-26.14342,-10,27.23918,6.310562,10,13.00599,-1.152416,-0.6804925
13.62012,-26.15687,-10,27.36539,6.310562,10,13.02354,-1.153972,-0.6591167
13.64012,-26.1699,-10,27.4916,6.310562,10,13.04173,-1.155583,-0.6380348
13.66012,-26.18251,-10,27.61781,6.310562,10,13.05959,-1.157164,-0.6173603
13.68012,-26.19471,-10,27.74402,6.310562,10,13.07714,-1.158717,-0.5970348
13.70012,-26.20651,-10,27.87023,6.310562,10,13.0944,-1.160244,-0.5770888
13.72012,-26.21791,-10,27.99644,6.310562,10,13.11246,-1.161844,-0.5575106
13.74012,-26.22894,-10,28.12265,6.310562,10,13.13061,-1.16345,-0.5383911
13.76013,-26.23958,-10,28.24887,6.310562,10,13.14698,-1.164899,-0.5197145
13.78013,-26.24986,-10,28.37508,6.310562,10,13.16528,-1.166519,-0.5014482
13.80013,-26.25978,-10,28.50129,6.310562,10,13.18365,-1.168145,-0.4836299
13.82013,-26.26933,-10,28.6275,6.310562,10,13.2245,-1.171774,-0.4657099
13.84013,-26.27856,-10,28.75371,6.310562,10,13.19043,-1.168761,-0.4500548
13.86013,-26.28747,-10,28.87992,6.310562,10,13.2317,-1.172405,-0.4335003
13.88013,-26.29604,-10,29.00613,6.310562,10,13.27787,-1.176496,-0.4168417
13.90013,-26.30431,-10,29.13234,6.310562,10,13.24347,-1.173452,-0.4026005
13.92013,-26.31227,-10,29.25855,6.310562,10,13.30724,-1.179102,-0.3868562
13.94013,-26.31995,-10,29.38477,6.310562,10,13.30218,-1.178663,-0.3730398
13.96013,-26.32735,-10,29.51098,6.310562,10,13.31528,-1.179828,-0.3596046
13.98013,-26.33448,-10,29.63719,6.310562,10,13.33308,-1.181404,-0.3465967
14.00013,-26.34138,-10,29.7634,6.310562,10,13.32599,-1.180761,-0.3346744
14.02013,-26.34801,-10,29.88961,6.310562,10,13.39452,-1.186821,-0.3213897
14.04013,-26.35441,-10,30.01582,6.310562,10,13.38775,-1.186231,-0.3103685
14.06013,-26.3606,-10,30.14203,6.310562,10,13.376,-1.185187,-0.3003607
14.08013,-26.36658,-10,30.26824,6.310562,10,13.44506,-1.191299,-0.2889695
14.10013,-26.37236,-10,30.39445,6.310562,10,13.43948,-1.190813,-0.2798955
14.12013,-26.37795,-10,30.52067,6.310562,10,13.45211,-1.191938,-0.271181
14.14013,-26.38338,-10,30.64688,6.310562,10,13.46963,-1.19349,-0.2629841
14.16013,-26.38867,-10,30.77309,6.310562,10,13.46246,-1.19284,-0.2559788
14.18013,-26.3938,-10,30.8993,6.310562,10,13.50677,-1.196744,-0.2482299
14.20014,-26.3988,-10,31.02551,6.310562,10,13.52842,-1.198654,-0.241639
14.22014,-26.40368,-10,31.15172,6.310562,10,13.54365,-1.200003,-0.2359366
14.24014,-26.40845,-10,31.27793,6.310562,10,13.56091,-1.201535,-0.2309572
14.26014,-26.41314,-10,31.40414,6.310562,10,13.57893,-1.203133,-0.2266812
14.28014,-26.41773,-10,31.53036,6.310562,10,13.62059,-1.206834,-0.222512
14.30014,-26.42227,-10,31.65657,6.310562,10,13.61137,-1.206034,-0.2204469
14.32014,-26.42678,-10,31.78278,6.310562,10,13.59965,-1.204989,-0.2190378
14.34014,-26.43125,-10,31.90899,6.310562,10,13.6457,-1.209047,-0.2167884
14.36014,-26.43568,-10,32.0352,6.310562,10,13.66701,-1.210921,-0.2158422
14.38014,-26.44012,-10,32.16142,6.310562,10,13.68213,-1.212258,-0.2158421
14.40014,-26.44456,-10,32.28763,6.310562,10,13.6998,-1.213827,-0.2165779
14.42014,-26.44903,-10,32.41384,6.310562,10,13.71798,-1.21544,-0.2180131
14.44014,-26.45352,-10,32.54005,6.310562,10,13.75849,-1.21904,-0.2196376
14.46014,-26.45807,-10,32.66627,6.310562,10,13.74913,-1.218227,-0.2233738
14.48014,-26.46271,-10,32.79248,6.310562,10,13.73838,-1.217268,-0.227652
14.50014,-26.46741,-10,32.91869,6.310562,10,13.78418,-1.221303,-0.2311795
14.52014,-26.47221,-10,33.04491,6.310562,10,13.82911,-1.225282,-0.2357695
14.54014,-26.47713,-10,33.17112,6.310562,10,13.79371,-1.222151,-0.243101
14.56014,-26.48217,-10,33.29733,6.310562,10,13.85716,-1.227775,-0.2485921
14.58014,-26.48735,-10,33.42355,6.310562,10,13.85281,-1.2274,-0.256658
14.60014,-26.4927,-10,33.54976,6.310562,10,13.86522,-1.228505,-0.2649003
14.62014,-26.49821,-10,33.67597,6.310562,10,13.88334,-1.230108,-0.2737885
14.64015,-26.50392,-10,33.80219,6.310562,10,13.87608,-1.229449,-0.2838643
14.66015,-26.50982,-10,33.9284,6.310562,10,13.91986,-1.233306,-0.2934893
14.68015,-26.51594,-10,34.05461,6.310562,10,13.94075,-1.235146,-0.3047139
14.70015,-26.5223,-10,34.18082,6.310562,10,13.9566,-1.236552,-0.3167971
14.72015,-26.5289,-10,34.30704,6.310562,10,13.97381,-1.23808,-0.3294711
14.74015,-26.53576,-10,34.43325,6.310562,10,13.99105,-1.239608,-0.3427719
14.76015,-26.5429,-10,34.55946,6.310562,10,14.03269,-1.243307,-0.3565341
14.78015,-26.55034,-10,34.68568,6.310562,10,13.99867,-1.240298,-0.3724768
14.80015,-26.55807,-10,34.81189,6.310562,10,14.03921,-1.243876,-0.3872037
14.82015,-26.56612,-10,34.9381,6.310562,10,14.06146,-1.245836,-0.4034623
14.84015,-26.5745,-10,35.06432,6.310562,10,14.10207,-1.249442,-0.4203762
14.86015,-26.58325,-10,35.19053,6.310562,10,14.06728,-1.246368,-0.4392079
14.88015,-26.59235,-10,35.31674,6.310562,10,14.10746,-1.249916,-0.4568147
14.90015,-26.60182,-10,35.44296,6.310562,10,14.13031,-1.25193,-0.475865
14.92015,-26.61169,-10,35.56917,6.310562,10,14.14645,-1.253356,-0.4958611
14.94015,-26.62196,-10,35.69538,6.310562,10,14.16299,-1.25482,-0.5164925
14.96015,-26.63266,-10,35.82159,6.310562,10,14.18062,-1.256383,-0.5377217
14.98015,-26.64378,-10,35.94781,6.310562,10,14.19822,-1.257941,-0.5595495
15.00015,-26.65534,-10,36.07402,6.310562,10,14.21542,-1.259464,-0.5820621
15.02015,-26.66737,-10,36.20023,6.310562,10,14.23243,-1.260969,-0.6052233
15.04015,-26.67986,-10,36.32645,6.310562,10,14.24967,-1.262494,-0.6290267
15.06015,-26.69283,-10,36.45266,6.310562,10,14.2908,-1.266149,-0.6533309
15.08016,-26.70632,-10,36.57887,6.310562,10,14.25673,-1.263137,-0.6791527
15.10016,-26.7203,-10,36.70509,6.310562,10,14.29734,-1.26672,-0.7039266
15.12016,-26.73479,-10,36.8313,6.310562,10,14.31949,-1.268671,-0.730188
15.14016,-26.74982,-10,36.95751,6.310562,10,14.33543,-1.270079,-0.7572269
15.16016,-26.76539,-10,37.08372,6.310562,10,14.35233,-1.271577,-0.7848161
15.18016,-26.78152,-10,37.20994,6.310562,10,14.36929,-1.273079,-0.8127441
15.20016,-26.79821,-10,37.33615,6.310562,10,14.38657,-1.274608,-0.8411961
15.22016,-26.81548,-10,37.46236,6.310562,10,14.4043,-1.276179,-0.8702292
15.24016,-26.83333,-10,37.58858,6.310562,10,14.42097,-1.277653,-0.8997079
15.26016,-26.85178,-10,37.71479,6.310562,10,14.4387,-1.279223,-0.9297623
15.28016,-26.87083,-10,37.841,6.310562,10,14.45557,-1.280716,-0.9602214
15.30016,-26.8905,-10,37.96722,6.310562,10,14.49634,-1.284337,-0.9911385
15.32016,-26.9108,-10,38.09343,6.310562,10,14.48658,-1.28349,-1.022987
15.34016,-26.93173,-10,38.21964,6.310562,10,14.47566,-1.282518,-1.054423
15.36016,-26.95327,-10,38.34586,6.310562,10,14.52098,-1.286508,-1.085885
15.38016,-26.97547,-10,38.47207,6.310562,10,14.56558,-1.290458,-1.118896
15.40016,-26.99835,-10,38.59828,6.310562,10,14.53016,-1.287326,-1.152569
15.42016,-27.02187,-10,38.72449,6.310562,10,14.59343,-1.292933,-1.185414
15.44016,-27.04608,-10,38.85071,6.310562,10,14.5646,-1.290379,-1.219342
15.46016,-27.07094,-10,38.97692,6.310562,10,14.60391,-1.293847,-1.252766
15.48016,-27.09649,-10,39.10313,6.310562,10,14.62549,-1.295747,-1.287168
15.50016,-27.12273,-10,39.22935,6.310562,10,14.64175,-1.297186,-1.322016
15.52017,-27.14966,-10,39.35556,6.310562,10,14.68202,-1.300766,-1.35713
15.54017,-27.17731,-10,39.48177,6.310562,10,14.67225,-1.299921,-1.392326
15.56017,-27.20565,-10,39.60799,6.310562,10,14.66093,-1.298913,-1.426836
15.58017,-27.23466,-10,39.7342,6.310562,10,14.70629,-1.302908,-1.461629
15.60017,-27.2644,-10,39.86041,6.310562,10,14.72757,-1.304777,-1.497581
15.62017,-27.29485,-10,39.98663,6.310562,10,14.74266,-1.306112,-1.533787
15.64017,-27.32602,-10,40.11284,6.310562,10,14.75904,-1.307564,-1.569787
15.66017,-27.35791,-10,40.23905,6.310562,10,14.77639,-1.309104,-1.605716
15.68017,-27.39052,-10,40.36526,6.310562,10,14.79361,-1.310629,-1.641623
15.70017,-27.42384,-10,40.49148,6.310562,10,14.81097,-1.312165,-1.677595
15.72017,-27.45788,-10,40.61769,6.310562,10,14.82809,-1.31368,-1.713687
15.74017,-27.49264,-10,40.7439,6.310562,10,14.84494,-1.315169,-1.749774
15.76017,-27.52811,-10,40.87012,6.310562,10,14.86222,-1.316698,-1.785827
15.78017,-27.56431,-10,40.99633,6.310562,10,14.87895,-1.318178,-1.821865
15.80017,-27.60123,-10,41.12254,6.310562,10,14.8959,-1.319679,-1.857821
15.82017,-27.63886,-10,41.24876,6.310562,10,14.91282,-1.321176,-1.893609
15.84017,-27.6772,-10,41.37497,6.310562,10,14.92994,-1.32269,-1.929316
15.86017,-27.71626,-10,41.50118,6.310562,10,14.94683,-1.324184,-1.96492
15.88017,-27.75602,-10,41.6274,6.310562,10,14.98726,-1.327776,-2.00076
15.90017,-27.7965,-10,41.75361,6.310562,10,14.95344,-1.324788,-2.035396
15.92017,-27.83765,-10,41.87982,6.310562,10,14.99392,-1.328359,-2.070036
15.94018,-27.8795,-10,42.00603,6.310562,10,15.0155,-1.330259,-2.104928
15.96018,-27.92205,-10,42.13225,6.310562,10,15.05503,-1.333768,-2.140085
15.98018,-27.9653,-10,42.25846,6.310562,10,15.04442,-1.332849,-2.174177
16.00018,-28.00921,-10,42.38467,6.310562,10,15.03324,-1.331855,-2.207051
16.02018,-28.05377,-10,42.51089,6.310562,10,15.07795,-1.335793,-2.240448
16.04018,-28.099,-10,42.6371,6.310562,10,15.09925,-1.337664,-2.273986
16.06018,-28.1449,-10,42.76331,6.310562,10,15.1149,-1.339049,-2.307101
16.08018,-28.19144,-10,42.88953,6.310562,10,15.13054,-1.340436,-2.339524
16.10018,-28.23863,-10,43.01574,6.310562,10,15.14781,-1.341968,-2.371409
16.12018,-28.28644,-10,43.14195,6.310562,10,15.16493,-1.343483,-2.40275
16.14018,-28.33487,-10,43.26817,6.310562,10,15.18197,-1.34499,-2.433618
16.16018,-28.38391,-10,43.39438,6.310562,10,15.19887,-1.346485,-2.464012
16.18018,-28.43355,-10,43.52059,6.310562,10,15.21596,-1.347997,-2.493871
16.20018,-28.48377,-10,43.6468,6.310562,10,15.23254,-1.349464,-2.523177
16.22018,-28.53457,-10,43.77302,6.310562,10,15.24924,-1.350942,-2.551858
16.24018,-28.58594,-10,43.89923,6.310562,10,15.26616,-1.352438,-2.579929
16.26018,-28.63786,-10,44.02544,6.310562,10,15.2829,-1.35392,-2.607395
16.28018,-28.69031,-10,44.15166,6.310562,10,15.29995,-1.355428,-2.63417
16.30018,-28.7433,-10,44.27787,6.310562,10,15.3404,-1.359021,-2.660851
16.32018,-28.79679,-10,44.40408,6.310562,10,15.3065,-1.356025,-2.685132
16.34018,-28.85077,-10,44.5303,6.310562,10,15.34605,-1.359514,-2.7099
16.36018,-28.90523,-10,44.65651,6.310562,10,15.36791,-1.361438,-2.734026
16.38018,-28.96016,-10,44.78272,6.310562,10,15.38355,-1.36282,-2.757331
16.40018,-29.01555,-10,44.90894,6.310562,10,15.39974,-1.364254,-2.779775
16.42019,-29.07138,-10,45.03515,6.310562,10,15.44062,-1.367887,-2.801918
16.44019,-29.12761,-10,45.16136,6.310562,10,15.40664,-1.364885,-2.821397
16.46019,-29.18424,-10,45.28757,6.310562,10,15.44651,-1.368403,-2.841483
16.48019,-29.24127,-10,45.41379,6.310562,10,15.49165,-1.3724,-2.86129
16.50019,-29.29866,-10,45.54,6.310562,10,15.4568,-1.369318,-2.878251
16.52019,-29.35639,-10,45.66621,6.310562,10,15.49551,-1.372734,-2.895841
16.54019,-29.41445,-10,45.79243,6.310562,10,15.51664,-1.374596,-2.91231
16.56019,-29.47282,-10,45.91864,6.310562,10,15.53356,-1.376091,-2.927765
16.58019,-29.53149,-10,46.04485,6.310562,10,15.54964,-1.377516,-2.942189
16.60019,-29.59044,-10,46.17107,6.310562,10,15.566,-1.378965,-2.955586
16.62019,-29.64963,-10,46.29728,6.310562,10,15.58281,-1.380453,-2.968031
16.64019,-29.70907,-10,46.42349,6.310562,10,15.62321,-1.384043,-2.980017
16.66019,-29.76871,-10,46.54971,6.310562,10,15.5894,-1.381054,-2.989134
16.68019,-29.82854,-10,46.67592,6.310562,10,15.62893,-1.38454,-2.998972
16.70019,-29.88855,-10,46.80213,6.310562,10,15.65014,-1.386407,-3.007521
16.72019,-29.94871,-10,46.92834,6.310562,10,15.66641,-1.387843,-3.014896
16.74019,-30.009,-10,47.05456,6.310562,10,15.68171,-1.389199,-3.021154
16.76019,-30.06939,-10,47.18077,6.310562,10,15.69892,-1.390724,-3.026314
16.78019,-30.12988,-10,47.30698,6.310562,10,15.71531,-1.392175,-3.0304
16.80019,-30.19044,-10,47.4332,6.310562,10,15.75605,-1.395795,-3.03394
16.82019,-30.25103,-10,47.55941,6.310562,10,15.72235,-1.392815,-3.034491
16.84019,-30.31164,-10,47.68562,6.310562,10,15.76135,-1.396255,-3.035911
16.8602,-30.37226,-10,47.81184,6.310562,10,15.78345,-1.3982,-3.03573
16.8802,-30.43285,-10,47.93805,6.310562,10,15.79904,-1.399577,-3.034295
16.9002,-30.4934,-10,48.06426,6.310562,10,15.81388,-1.400891,-3.031733
16.9202,-30.55388,-10,48.19048,6.310562,10,15.83082,-1.402392,-3.028044
16.9402,-30.61427,-10,48.31669,6.310562,10,15.84801,-1.403914,-3.023226
16.9602,-30.67455,-10,48.4429,6.310562,10,15.88864,-1.407523,-3.017757
16.9802,-30.73469,-10,48.56911,6.310562,10,15.85448,-1.404504,-3.009386
17.0002,-30.79467,-10,48.69533,6.310562,10,15.89351,-1.407946,-3.001887
17.0202,-30.85447,-10,48.82154,6.310562,10,15.91552,-1.409883,-2.992693
17.0402,-30.91407,-10,48.94775,6.310562,10,15.93038,-1.411194,-2.982141
17.0602,-30.97345,-10,49.07397,6.310562,10,15.94679,-1.412648,-2.970453
17.0802,-31.03257,-10,49.20018,6.310562,10,15.96317,-1.4141,-2.957684
17.1002,-31.09142,-10,49.32639,6.310562,10,15.9799,-1.415581,-2.943855
17.1202,-31.14999,-10,49.45261,6.310562,10,15.99651,-1.41705,-2.928886
17.1402,-31.20823,-10,49.57882,6.310562,10,16.01314,-1.418521,-2.912817
17.1602,-31.26614,-10,49.70503,6.310562,10,16.03006,-1.420017,-2.895571
17.1802,-31.32369,-10,49.83125,6.310562,10,16.04584,-1.421413,-2.877292
17.2002,-31.38086,-10,49.95746,6.310562,10,16.06271,-1.422905,-2.857908
17.2202,-31.43763,-10,50.08367,6.310562,10,16.10229,-1.426422,-2.837765
17.2402,-31.49396,-10,50.20988,6.310562,10,16.06869,-1.423452,-2.815174
17.2602,-31.54985,-10,50.3361,6.310562,10,16.10774,-1.426896,-2.793398
17.2802,-31.60528,-10,50.46231,6.310562,10,16.12938,-1.4288,-2.769825
17.30021,-31.66022,-10,50.58852,6.310562,10,16.1445,-1.430134,-2.744984
17.32021,-31.71466,-10,50.71474,6.310562,10,16.18394,-1.433641,-2.719425
17.34021,-31.76855,-10,50.84095,6.310562,10,16.15005,-1.430648,-2.691765
17.36021,-31.82192,-10,50.96716,6.310562,10,16.2136,-1.436277,-2.665178
17.38021,-31.8747,-10,51.09338,6.310562,10,16.18439,-1.433685,-2.635698
17.40021,-31.92691,-10,51.21959,6.310562,10,16.22233,-1.437028,-2.606772
17.42021,-31.97851,-10,51.3458,6.310562,10,16.24244,-1.438797,-2.57616
17.44021,-32.02948,-10,51.47202,6.310562,10,16.25808,-1.440181,-2.544476
17.46021,-32.07981,-10,51.59823,6.310562,10,16.2742,-1.441609,-2.512018
17.48021,-32.12949,-10,51.72444,6.310562,10,16.29011,-1.44302,-2.478806
17.50021,-32.17849,-10,51.85065,6.310562,10,16.33047,-1.446607,-2.444901
17.52021,-32.22678,-10,51.97687,6.310562,10,16.3202,-1.445716,-2.409471
17.54021,-32.27437,-10,52.10308,6.310562,10,16.3331,-1.446863,-2.374017
17.56021,-32.32124,-10,52.22929,6.310562,10,16.34999,-1.448354,-2.337792
17.58021,-32.36738,-10,52.35551,6.310562,10,16.36609,-1.449773,-2.300599
17.60021,-32.41275,-10,52.48172,6.310562,10,16.38155,-1.45114,-2.262527
17.62021,-32.45736,-10,52.60793,6.310562,10,16.39682,-1.452491,-2.223786
17.64021,-32.50118,-10,52.73415,6.310562,10,16.41239,-1.453869,-2.184471
17.66021,-32.54421,-10,52.86036,6.310562,10,16.4046,-1.453163,-2.144461
17.68021,-32.58645,-10,52.98657,6.310562,10,16.44711,-1.456904,-2.104251
17.70021,-32.62786,-10,53.11279,6.310562,10,16.46652,-1.458614,-2.062685
17.72021,-32.66843,-10,53.239,6.310562,10,16.48185,-1.459973,-2.020578
17.74022,-32.70816,-10,53.36521,6.310562,10,16.49758,-1.461368,-1.978277
17.76022,-32.74704,-10,53.49142,6.310562,10,16.53802,-1.464962,-1.935465
17.78022,-32.78504,-10,53.61764,6.310562,10,16.50473,-1.462023,-1.892056
17.80022,-32.8222,-10,53.74385,6.310562,10,16.54334,-1.465426,-1.84925
17.82022,-32.85848,-10,53.87006,6.310562,10,16.56452,-1.467289,-1.805121
17.84022,-32.89388,-10,53.99628,6.310562,10,16.57933,-1.468597,-1.760482
17.86022,-32.92838,-10,54.12249,6.310562,10,16.59513,-1.469994,-1.715657
17.88022,-32.96198,-10,54.2487,6.310562,10,16.634,-1.473451,-1.670442
