t,x(t) cubeL,F(t) cubeL,x(t) cubeR,v(t) cubeR,F(t) cubeR,L(y-axis) yellowL,w(t) cubeL,v(t) cubeL
24.34037,-41.18738,-10,95.01553,6.310562,10,21.36969,-1.891971,-3.322858
24.36037,-41.25445,-10,95.14174,6.310562,10,21.38426,-1.893256,-3.358779
24.38037,-41.32219,-10,95.26795,6.310562,10,21.39828,-1.894495,-3.392283
24.40037,-41.39056,-10,95.39417,6.310562,10,21.4109,-1.895608,-3.423322
24.42037,-41.45951,-10,95.52038,6.310562,10,21.42397,-1.896764,-3.451801
24.44037,-41.52897,-10,95.64659,6.310562,10,21.43726,-1.897936,-3.477734
24.46037,-41.59891,-10,95.7728,6.310562,10,21.44927,-1.898997,-3.501044
24.48037,-41.66927,-10,95.89902,6.310562,10,21.46408,-1.900307,-3.521697
24.50037,-41.73999,-10,96.02523,6.310562,10,21.47611,-1.901366,-3.539693
24.52037,-41.81102,-10,96.15144,6.310562,10,21.49157,-1.902733,-3.554982
24.54037,-41.8823,-10,96.27766,6.310562,10,21.50307,-1.903749,-3.567468
24.56037,-41.9538,-10,96.40387,6.310562,10,21.53846,-1.906895,-3.577746
24.58037,-42.02543,-10,96.53008,6.310562,10,21.52663,-1.905872,-3.583904
24.60037,-42.09713,-10,96.6563,6.310562,10,21.51311,-1.904666,-3.587333
24.62037,-42.16888,-10,96.78251,6.310562,10,21.55235,-1.908106,-3.589395
24.64037,-42.24061,-10,96.90872,6.310562,10,21.59241,-1.911649,-3.588492
24.66037,-42.31224,-10,97.03493,6.310562,10,21.55636,-1.908466,-3.582789
24.68037,-42.38374,-10,97.16115,6.310562,10,21.6121,-1.913402,-3.57666
24.70037,-42.45503,-10,97.28736,6.310562,10,21.58231,-1.910765,-3.56552
